,Unnamed: 0,tweet_id,created_at,text,likes,retweeted,location,language,airline,Tweet_nonstop,sentiment_confidence,polarity,sentiment
0,14,1335393841810202624,2020-12-06 01:21:16, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
1,23,1335337522738720770,2020-12-05 21:37:29, hello dear guest we hope you check and be informed of travel updates due to the corona virus covid… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'hope', 'check', 'informed', 'travel', 'update', 'due', 'corona', 'virus', 'covid', '']",0.375,-0.125,Negative
2,29,1335334320014315521,2020-12-05 21:24:45, hello dear guest please provide us with the booking number through the direct message to let you know thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'please', 'provide', 'u', 'booking', 'number', 'direct', 'message', 'let', 'know', 'thank']",0.4,0.1,Positive
3,38,1335322063851167748,2020-12-05 20:36:03, dear guest there is no flight from india to saudi arabia at this time when flights schedule back… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'flight', 'schedule', 'back', '']",0.0,0.0,Neutral
4,43,1335314759588122626,2020-12-05 20:07:02, hello dear guest you can follow up the flights schedule in our website  … ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'follow', 'flight', 'schedule', 'website', '']",0.0,0.0,Neutral
5,50,1335306576312356865,2020-12-05 19:34:31, dear guest there is no flight from india to saudi arabia at this time when flights schedule back to… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'flight', 'schedule', 'back', '']",0.0,0.0,Neutral
6,51,1335304974679613443,2020-12-05 19:28:09, hello dear valued guest once the confirmation of the date of lifting restrictions on international fl… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'valued', 'guest', 'confirmation', 'date', 'lifting', 'restriction', 'international', 'fl', '']",0.0,0.0,Neutral
7,53,1335276146653589507,2020-12-05 17:33:36, dear guest there is no flight from india to saudi arabia at this time when flights schedule back… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'flight', 'schedule', 'back', '']",0.0,0.0,Neutral
8,55,1335275872295804928,2020-12-05 17:32:30, dear guest there is no flight from india to saudi arabia at this time when flights schedule back t… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'flight', 'schedule', 'back', '']",0.0,0.0,Neutral
9,57,1335266364739694593,2020-12-05 16:54:44, hello dear guest imran please provide us with the ticket number through the direct message to allow… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'imran', 'please', 'provide', 'u', 'ticket', 'number', 'direct', 'message', 'allow', '']",0.4,0.1,Positive
10,59,1335264021742817282,2020-12-05 16:45:25, hello dear guest for more information about pcr please visit   thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'information', 'pcr', 'please', 'visit', 'thank']",0.0,0.0,Neutral
11,60,1335260317081866240,2020-12-05 16:30:42, dear guest there is no flight from india to saudi arabia at this time when flights schedule back… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'flight', 'schedule', 'back', '']",0.0,0.0,Neutral
12,63,1335255632644026368,2020-12-05 16:12:05, dear guest there is no flight from india to saudi arabia at this time when flights schedule back… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'flight', 'schedule', 'back', '']",0.0,0.0,Neutral
13,64,1335249372670521349,2020-12-05 15:47:12,  dear guest there is no flight from india to saudi arabia at this time when flights… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'flight', '']",0.0,0.0,Neutral
14,66,1335248225436053507,2020-12-05 15:42:39, hello dear guest please visit the travel guidelines and requirements due to covid page through… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'please', 'visit', 'travel', 'guideline', 'requirement', 'due', 'covid', 'page', '']",0.375,-0.125,Negative
15,86,1335045457186336770,2020-12-05 02:16:55, hello dear guest we hope you check and be informed of travel updates due to the corona virus covi… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'hope', 'check', 'informed', 'travel', 'update', 'due', 'corona', 'virus', 'covi', '']",0.375,-0.125,Negative
16,96,1334956045270196224,2020-12-04 20:21:38, dear guests travel is currently allowed for excluded cases and residents who have an exit  return… ,2,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'travel', 'currently', 'allowed', 'excluded', 'case', 'resident', 'exit', 'return', '']",0.4,0.0,Neutral
17,103,1334944891382734849,2020-12-04 19:37:18, hello dear valued guest there is no flight from india to saudi arabia at the meantime kindly fol… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'valued', 'guest', 'flight', 'india', 'saudi', 'arabia', 'meantime', 'kindly', 'fol', '']",0.9,0.6,Positive
18,104,1334944104250302470,2020-12-04 19:34:11, dear guest for more information about travel guidelines and requirements due to covid kindly vi… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'information', 'travel', 'guideline', 'requirement', 'due', 'covid', 'kindly', 'vi', '']",0.6375,0.2375,Positive
19,105,1334938215422304257,2020-12-04 19:10:47, hello dear valued guest for saudias office in nairobi  kenya kindly visit the following link… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'valued', 'guest', 'saudias', 'office', 'nairobi', 'kenya', 'kindly', 'visit', 'following', 'link', '']",0.5,0.3,Positive
20,106,1334935818104950784,2020-12-04 19:01:15, dear valued guest there is no flight from india to saudi arabia at the meantime kindly follow the… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'valued', 'guest', 'flight', 'india', 'saudi', 'arabia', 'meantime', 'kindly', 'follow', '']",0.9,0.6,Positive
21,109,1334918921892339713,2020-12-04 17:54:07, welcome dear guest the flights from india still suspended we will announce on our official socia… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'announce', 'official', 'socia', '']",0.9,0.8,Positive
22,113,1334905517362319362,2020-12-04 17:00:51, dear guest there is no flight from india to saudi arabia at the meantime kindly follow the fligh… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'meantime', 'kindly', 'follow', 'fligh', '']",0.9,0.6,Positive
23,118,1334892613527351299,2020-12-04 16:09:34, welcome dear guest the flights from india still suspended we will announce on our official social media… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'announce', 'official', 'social', 'medium', '']",0.48333333333333334,0.4166666666666667,Positive
24,119,1334892152481075202,2020-12-04 16:07:44, dear guest there is no flight from india to saudi arabia at the meantime kindly follow the flight… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'meantime', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
25,120,1334892132042223618,2020-12-04 16:07:40, welcome dear guest the flights from india still suspended we will announce on our official socia… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'announce', 'official', 'socia', '']",0.9,0.8,Positive
26,121,1334890915752767489,2020-12-04 16:02:50, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights sc… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', 'sc', '']",0.9,0.6,Positive
27,123,1334890630292643842,2020-12-04 16:01:41, hello dear valued guest kindly follow up the flights schedule on  and choo… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'valued', 'guest', 'kindly', 'follow', 'flight', 'schedule', 'choo', '']",0.9,0.6,Positive
28,124,1334890524851974145,2020-12-04 16:01:16, dear valued guest there is no flight from india to saudi arabia at this time kindly follow the f… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'valued', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'f', '']",0.9,0.6,Positive
29,125,1334890334619394053,2020-12-04 16:00:31,hashimshaikh welcome dear guest the flights from india still suspended we will announce on our official socia… ,1,False,Saudi Arabia,en,Saudi_airlines,"['hashimshaikh', 'welcome', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'announce', 'official', 'socia', '']",0.9,0.8,Positive
30,126,1334890090049507328,2020-12-04 15:59:33, welcome dear guest the flights from india still suspended we will announce on our official socia… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'announce', 'official', 'socia', '']",0.9,0.8,Positive
31,128,1334881174007767040,2020-12-04 15:24:07, welcome dear guest the flights from india still suspended we will announce on our official socia… ,2,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'announce', 'official', 'socia', '']",0.9,0.8,Positive
32,133,1334856776152461312,2020-12-04 13:47:10, dear guest we sincerely apologize for any inconvenience you have faced you can fill out the complain… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'sincerely', 'apologize', 'inconvenience', 'faced', 'fill', 'complain', '']",0.5,0.5,Positive
33,134,1334855472780894208,2020-12-04 13:41:59,  welcome dear guest the flights from india still suspended we will announce on our offici… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'announce', 'offici', '']",0.9,0.8,Positive
34,135,1334855323715330051,2020-12-04 13:41:24,  welcome dear guest the flights from india still suspended we will announce on our offi… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'announce', 'offi', '']",0.9,0.8,Positive
35,139,1334826876414668800,2020-12-04 11:48:21, dear guest kindly clarify your inquiry to assist you thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'kindly', 'clarify', 'inquiry', 'assist', 'thank']",0.9,0.6,Positive
36,141,1334825646120460290,2020-12-04 11:43:28, hello our dear guest saudia will announce through the official website and social media platforms o… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'saudia', 'announce', 'official', 'website', 'social', 'medium', 'platform', '']",0.06666666666666667,0.03333333333333333,Positive
37,143,1334820199426568192,2020-12-04 11:21:49, hello our dear guest saudia will announce through the official website and social media platforms… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'saudia', 'announce', 'official', 'website', 'social', 'medium', 'platform', '']",0.06666666666666667,0.03333333333333333,Positive
38,144,1334780512985083905,2020-12-04 08:44:07, dear guest your inquiry has been answered through direct messages  thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'inquiry', 'ha', 'answered', 'direct', 'message', 'thank']",0.4,0.1,Positive
39,148,1334712760807075842,2020-12-04 04:14:54, hello dear guest we hope you check and be informed of travel updates due to the corona virus covid… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'hope', 'check', 'informed', 'travel', 'update', 'due', 'corona', 'virus', 'covid', '']",0.375,-0.125,Negative
40,150,1334710982862643203,2020-12-04 04:07:50, dear guest all flights to  from india are still suspended and if they are resumed this will be ann… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'resumed', 'ann', '']",0.0,0.0,Neutral
41,151,1334710897365934081,2020-12-04 04:07:30, dear guest all flights to  from india are still suspended and if they are resumed this will be a… ,2,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'resumed', '']",0.0,0.0,Neutral
42,152,1334709673249955840,2020-12-04 04:02:38, hello dear guest we are sorry for your inconvenience kindly provide us with more details about y… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'sorry', 'inconvenience', 'kindly', 'provide', 'u', 'detail', '']",0.95,0.04999999999999999,Positive
43,154,1334648126523781120,2020-12-03 23:58:04, hello dear guest we hope you check and be informed of travel updates due to the corona virus cov… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'hope', 'check', 'informed', 'travel', 'update', 'due', 'corona', 'virus', 'cov', '']",0.375,-0.125,Negative
44,167,1334594488380121088,2020-12-03 20:24:56, dear guest kindly visit the following link for pcr details   thank you,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'kindly', 'visit', 'following', 'link', 'pcr', 'detail', 'thank']",0.5,0.3,Positive
45,168,1334594211103059982,2020-12-03 20:23:50, dear guest there is no flight from india to saudi arabia at this time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'thank']",0.0,0.0,Neutral
46,170,1334592931139887106,2020-12-03 20:18:44, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
47,171,1334591334473216002,2020-12-03 20:12:24, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
48,172,1334590827163770880,2020-12-03 20:10:23, welcome dear guest for more details about baggage allowances kindly check the following link… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'dear', 'guest', 'detail', 'baggage', 'allowance', 'kindly', 'check', 'following', 'link', '']",0.6333333333333334,0.4666666666666666,Positive
49,174,1334567250372734976,2020-12-03 18:36:42, hello dear valued guest kindly follow up the flights schedule on  and choose… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'valued', 'guest', 'kindly', 'follow', 'flight', 'schedule', 'choose', '']",0.9,0.6,Positive
50,175,1334564383574421504,2020-12-03 18:25:18, hello dear valued guest kindly follow up the flights schedule on  and choose fl… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'valued', 'guest', 'kindly', 'follow', 'flight', 'schedule', 'choose', 'fl', '']",0.9,0.6,Positive
51,182,1334513792894562304,2020-12-03 15:04:16, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights s… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
52,187,1334504445045059584,2020-12-03 14:27:08, dear guest we hope that you follow up on our flight schedule through the link   thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'hope', 'follow', 'flight', 'schedule', 'link', 'thank']",0.0,0.0,Neutral
53,188,1334503970157588481,2020-12-03 14:25:15,pa dear guest we hope that you follow up on our flight schedule through the link   thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['pa', 'dear', 'guest', 'hope', 'follow', 'flight', 'schedule', 'link', 'thank']",0.0,0.0,Neutral
54,191,1334501724049068032,2020-12-03 14:16:19, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights sche… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', 'sche', '']",0.9,0.6,Positive
55,193,1334500689444270082,2020-12-03 14:12:12, hello dear valued guest to refund your ticket kindly visit the following link… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'valued', 'guest', 'refund', 'ticket', 'kindly', 'visit', 'following', 'link', '']",0.5,0.3,Positive
56,198,1334495892846632961,2020-12-03 13:53:09, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
57,200,1334488966003908609,2020-12-03 13:25:37,aasif dear guest there is no flight from india to saudi arabia at this time kindly follow the flights sch… ,1,False,Saudi Arabia,en,Saudi_airlines,"['aasif', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', 'sch', '']",0.9,0.6,Positive
58,201,1334488365090148352,2020-12-03 13:23:14, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
59,208,1334437259500793857,2020-12-03 10:00:09,"نخدمكم بكل حب ❤️👨🏻‍🦽✈️

we serve you with love ❤️👨🏻‍🦽✈️

اليومالعالميلذويالإعاقة
الخطوطالسعودية… ",153,False,Saudi Arabia,en,Saudi_airlines,"['نخدمكم', 'بكل', 'حب', 'serve', 'love', 'اليومالعالميلذويالإعاقة', 'الخطوطالسعودية', '']",0.6,0.5,Positive
60,210,1334320055090286593,2020-12-03 02:14:26, dear guest kindly contact one of our world wide sales call centers via ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'kindly', 'contact', 'one', 'world', 'wide', 'sale', 'call', 'center', 'via', '']",0.46666666666666673,0.13333333333333333,Positive
61,213,1334300612054425604,2020-12-03 00:57:10, dear guest all flights to  from india are still suspended and if they are resumed this will be… ,10,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'still', 'suspended', 'resumed', '']",0.0,0.0,Neutral
62,230,1334206676182970370,2020-12-02 18:43:54, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights sched… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', 'sched', '']",0.9,0.6,Positive
63,231,1334206630460858379,2020-12-02 18:43:43, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
64,238,1334170024395870208,2020-12-02 16:18:16, welcome valued guest the flights fromto india are suspended for the current time thank you,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
65,240,1334161562723110915,2020-12-02 15:44:38, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
66,244,1334149701038452737,2020-12-02 14:57:30, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
67,245,1334149210967519232,2020-12-02 14:55:33, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights schedul… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', 'schedul', '']",0.9,0.6,Positive
68,246,1334148588990050305,2020-12-02 14:53:05, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
69,247,1334147193725472769,2020-12-02 14:47:32, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,2,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
70,249,1334145181977866241,2020-12-02 14:39:33, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights… ,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', '']",0.9,0.6,Positive
71,250,1334144947688263682,2020-12-02 14:38:37, dear guest international flights will resume on  january  and that will be confirmed by author… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'international', 'flight', 'resume', 'january', 'confirmed', 'author', '']",0.5,0.2,Positive
72,251,1334144299164983303,2020-12-02 14:36:02, dear guest international flights will resume on  january  and that will be confirmed by aut… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'international', 'flight', 'resume', 'january', 'confirmed', 'aut', '']",0.5,0.2,Positive
73,252,1334143920171835392,2020-12-02 14:34:32, dear guest there is no flight from india to saudi arabia at this time kindly follow the flights sched… ,5,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'guest', 'flight', 'india', 'saudi', 'arabia', 'time', 'kindly', 'follow', 'flight', 'sched', '']",0.9,0.6,Positive
74,253,1334142579114446850,2020-12-02 14:29:12, dear valued guest you can follow up the flights schedule and availabilities via the link… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'dear', 'valued', 'guest', 'follow', 'flight', 'schedule', 'availability', 'via', 'link', '']",0.0,0.0,Neutral
75,254,1334122942624624642,2020-12-02 13:11:10, welcome valued guest the flights fromto india are suspended for the current time thank you,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
76,255,1334122896369872898,2020-12-02 13:10:59, welcome valued guest the flights fromto india are suspended for the current time thank you,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
77,256,1334122859921354752,2020-12-02 13:10:51, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
78,292,1333869406179520519,2020-12-01 20:23:43, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
79,297,1333833526509178886,2020-12-01 18:01:08, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
80,301,1333820040513265666,2020-12-01 17:07:33, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
81,302,1333817624585777154,2020-12-01 16:57:57, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
82,303,1333817559146258432,2020-12-01 16:57:41, welcome valued guest the flights fromto india are suspended for the current time thank you,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
83,304,1333817500333731840,2020-12-01 16:57:27, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
84,306,1333816890473533441,2020-12-01 16:55:02, welcome valued guest the flights fromto india are suspended for the current time thank you,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
85,308,1333816595718807553,2020-12-01 16:53:52, welcome valued guest the flights fromto india are suspended for the current time thank you,1,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
86,310,1333816156289949699,2020-12-01 16:52:07, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
87,314,1333802887428771844,2020-12-01 15:59:23, welcome valued guest the flights fromto india are suspended for the current time thank you,3,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
88,315,1333802739529203713,2020-12-01 15:58:48,chouhan welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['chouhan', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
89,322,1333777871895146498,2020-12-01 14:19:59, welcome valued guest the flights fromto india are suspended for the current time thank you,2,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
90,325,1333766313815191553,2020-12-01 13:34:04, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
91,326,1333762355906351104,2020-12-01 13:18:20, welcome valued guest the flights fromto india are suspended for the current time thank you,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'welcome', 'valued', 'guest', 'flight', 'fromto', 'india', 'suspended', 'current', 'time', 'thank']",0.65,0.4,Positive
92,344,1333636596063723520,2020-12-01 04:58:36, hello dear guest we hope you check and be informed of travel updates due to the corona virus covid… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'hope', 'check', 'informed', 'travel', 'update', 'due', 'corona', 'virus', 'covid', '']",0.375,-0.125,Negative
93,345,1333636557308354560,2020-12-01 04:58:27, hello dear guest we hope you check and be informed of travel updates due to the corona virus covid… ,0,False,Saudi Arabia,en,Saudi_airlines,"['', 'hello', 'dear', 'guest', 'hope', 'check', 'informed', 'travel', 'update', 'due', 'corona', 'virus', 'covid', '']",0.375,-0.125,Negative
